Site,Name,Height (M),Stem Width (mm),# of Leaves,DSV
6,DICA,0.46,3.3,15,7.16
6,DICA,0.55,3.53,14,7.16
6,DICA,0.57,2.32,16,7.16
6,DICA,0.57,3.05,19,7.16
6,DICA,0.53,2.53,14,7.16
6,DICA,0.7,4.07,28,7.16
6,DICA,0.63,4.92,15,7.16
6,DICA,0.47,1.41,12,7.16
6,DICA,0.63,2.17,16,7.16
6,DICA,0.62,1.97,14,7.16
6,DICA,0.54,2.52,14,7.16
6,DICA,0.64,3.28,22,7.16
6,DICA,0.47,2.73,14,7.16
6,DICA,0.33,1.96,12,7.16
6,DICA,0.55,2.69,22,7.16
6,DICA,0.41,1.78,14,7.16
6,DICA,0.66,3.63,42,7.16
6,DICA,0.63,2.33,14,7.16
6,DICA,0.57,2.65,22,7.16
6,DICA,0.52,2.18,16,7.16
6,ASSY,0.71,8.53,16,7.16
6,ASSY,0.72,7.67,14,7.16
6,ASSY,0.79,9.87,12,7.16
6,ASSY,1.1,9.56,18,7.16
6,ASSY,1,10.32,16,7.16
6,ASSY,0.89,9.53,18,7.16
6,ASSY,0.87,8.18,16,7.16
6,ASSY,0.8,9.87,20,7.16
6,ASSY,0.98,10.65,18,7.16
6,ASSY,1.12,14.4,24,7.16
6,TRPRA,0.36,0.65,9,7.16
6,TRPRA,0.56,2.95,24,7.16
6,TRPRA,0.6,3.24,36,7.16
6,TRPRA,0.36,1.93,27,7.16
6,TRPRA,0.5,3.39,33,7.16
6,TRPRA,0.35,1.4,15,7.16
6,TRPRA,0.7,3.49,36,7.16
6,TRPRA,0.46,1.88,15,7.16
6,TRPRA,0.28,0.56,18,7.16
6,TRPRA,0.47,3.42,18,7.16
6,TRPRA,0.37,1.7,18,7.16
6,TRPRA,0.63,3.5,33,7.16
6,TRPRA,0.45,1.87,12,7.16
6,TRPRA,0.55,1.31,15,7.16
6,TRPRA,0.3,1.29,12,7.16
6,TRPRA,0.46,2.48,15,7.16
6,TRPRA,0.57,3.06,21,7.16
6,TRPRA,0.45,1.45,21,7.16
6,TRPRA,0.6,3.35,30,7.16
6,TRPRA,0.46,1.2,24,7.16
6,RUHI,0.73,3.48,6,7.16
6,RUHI,0.75,2.1,6,7.16
6,RUHI,0.8,3.27,8,7.16
6,RUHI,0.73,3.04,7,7.16
6,RUHI,0.86,3.95,9,7.16
6,RUHI,0.68,2.49,5,7.16
6,RUHI,0.62,1.69,4,7.16
6,RUHI,0.91,4.86,12,7.16
6,RUHI,0.75,2.39,6,7.16
6,RUHI,0.69,3.51,6,7.16
6,MEAL,1.05,5.05,87,7.16
6,MEAL,1.44,7.12,345,7.16
6,MEAL,1.42,7.76,630,7.16
6,MEAL,0.85,5.58,225,7.16
6,MEAL,1.42,7.14,325,7.16
6,MEAL,2.07,9.25,440,7.16
6,MEAL,1.54,5.3,420,7.16
6,MEAL,1.08,5.37,310,7.16
6,MEAL,1.16,7.24,210,7.16
6,MEAL,0.92,4.48,92,7.16
6,MEAL,0.73,2.91,38,7.16
6,MEAL,0.63,3.11,31,7.16
6,MEAL,0.79,3.97,50,7.16
6,MEAL,0.68,1.5,18,7.16
6,MEAL,0.7,1.41,27,7.16
6,MEAL,0.61,0.88,22,7.16
6,MEAL,0.77,2.38,33,7.16
6,MEAL,0.77,0.86,30,7.16
6,MEAL,0.8,1.6,25,7.16
6,MEAL,0.59,2.73,23,7.16
6,MEAL,0.76,1.16,21,7.16
6,ERAN,0.47,2.27,16,7.16
6,ERAN,0.76,3.89,34,7.16
6,ERAN,0.35,0.94,10,7.16
6,ERAN,0.57,3.14,31,7.16
6,ERAN,0.5,2.01,18,7.16
6,ERAN,0.58,2.2,25,7.16
6,ERAN,0.66,2.93,17,7.16
6,ERAN,0.74,3.05,31,7.16
6,ERAN,0.72,2.87,21,7.16
6,ERAN,0.54,2.73,25,7.16
6,ERAN,0.83,5.2,30,7.16
6,GEUR,0.63,3.43,38,7.16
6,GEUR,0.678,3.53,48,7.16
6,GEUR,0.87,4.36,52,7.16
6,GEUR,0.5,3.19,34,7.16
6,GEUR,0.63,4.46,45,7.16
6,GEUR,0.47,3.8,28,7.16
6,GEUR,0.57,3.07,35,7.16
6,GEUR,0.51,3.29,34,7.16
6,GEUR,0.58,4.34,34,7.16
6,GEUR,0.56,3.87,31,7.16
6,GEUR,0.57,3.02,29,7.16
6,LIVU,0.66,4,25,7.16
6,LIVU,0.38,1.73,19,7.16
6,LIVU,0.64,2.49,36,7.16
6,LIVU,0.5,2.45,21,7.16
6,LIVU,0.36,1.17,15,7.16
6,LIVU,0.7,3.94,20,7.16
6,LIVU,0.5,2.52,16,7.16
6,LIVU,0.5,3.55,25,7.16
6,LIVU,0.48,2.02,15,7.16
6,LIVU,0.58,2.78,14,7.16
6,LIVU,0.71,3.69,25,7.16
6,ANCA,0.39,2.55,5,7.16
6,ANCA,0.43,3.21,7,7.16
6,ANCA,0.42,2.54,7,7.16
6,ANCA,0.41,2.1,7,7.16
6,ANCA,0.44,2.43,7,7.16
6,ANCA,0.34,1.85,5,7.16
6,ANCA,0.38,1.47,5,7.16
6,ANCA,0.39,3.65,5,7.16
6,ANCA,0.34,2.35,5,7.16
6,ANCA,0.36,1.87,5,7.16
6,ANCA,0.41,3.1,7,7.16
6,PICA,0.07,2.19,3,7.16
6,PICA,0.09,1.38,5,7.16
6,PICA,0.37,2.27,4,7.16
6,PICA,0.15,2.52,3,7.16
6,PICA,0.08,1.88,4,7.16
6,PICA,0.29,2.62,5,7.16
6,PICA,0.07,1.98,3,7.16
6,PICA,0.28,2.05,4,7.16
6,PICA,0.04,2.18,5,7.16
6,PICA,0.1,2.12,4,7.16
6,PICA,0.04,1.96,3,7.16
6,BRIN,0.8,3.15,10,7.16
6,BRIN,0.9,3.3,9,7.16
6,BRIN,0.83,2.85,9,7.16
6,BRIN,0.85,3.05,7,7.16
6,BRIN,0.75,1.95,9,7.16
6,BRIN,0.93,3.74,11,7.16
6,BRIN,0.69,1.74,7,7.16
6,BRIN,0.67,1.73,7,7.16
6,BRIN,0.79,2.27,9,7.16
6,BRIN,0.8,2.67,9,7.16
6,BRIN,0.95,3.15,11,7.16
6,BRIN,0.78,2.59,11,7.16
6,BRIN,0.85,2.78,11,7.16
6,BRIN,0.73,2.74,9,7.16
6,BRIN,0.85,2.43,11,7.16
6,BRIN,0.82,2.15,11,7.16
6,BRIN,0.67,1.76,9,7.16
6,BRIN,0.68,1.36,7,7.16
6,BRIN,0.6,1.55,7,7.16
6,SOSP,0.76,4.88,24,7.16
6,SOSP,0.85,6.19,44,7.16
6,SOSP,0.83,5.07,38,7.16
6,SOSP,0.79,5.39,48,7.16
6,SOSP,1.1,7.22,56,7.16
6,SOSP,0.78,6.6,36,7.16
6,SOSP,0.65,4.39,34,7.16
6,SOSP,0.81,6.69,66,7.16
6,SOSP,1.15,9.15,64,7.16
6,SOSP,0.77,4.83,40,7.16
6,SOSP,0.66,5.46,48,7.16
6,SOSP,0.59,4.5,36,7.16
6,SOSP,0.77,4.7,42,7.16
6,SOSP,0.9,5.4,66,7.16
6,SOSP,0.72,5.55,38,7.16
6,SOSP,0.66,4.44,28,7.16
6,SOSP,0.8,6.61,44,7.16
6,SOSP,0.9,8.25,64,7.16
6,SOSP,0.7,7.47,52,7.16
6,SYNO,0.42,4.49,40,7.16
6,SYNO,0.36,4,20,7.16
6,SYNO,0.59,3.77,60,7.16
6,SYNO,0.62,3.35,40,7.16
6,SYNO,0.86,6.37,80,7.16
6,SYNO,0.55,6.19,140,7.16
6,SYNO,0.68,5.31,80,7.16
6,SYNO,0.58,3.32,40,7.16
6,SYNO,0.7,2.84,40,7.16
6,SYNO,0.67,3.46,40,7.16
6,SYNO,0.78,4.56,80,7.16
6,SYNO,0.65,4.87,60,7.16
6,SYNO,0.6,3.31,20,7.16
6,SYNO,0.69,3.77,20,7.16
6,SYNO,0.58,3.71,40,7.16
6,SYNO,0.9,6.72,80,7.16
6,SYNO,0.87,5.04,80,7.16
6,SYNO,0.88,4.88,100,7.16
6,SYNO,0.53,6.77,300,7.16
6,SYLA,0.85,3.62,40,7.16
6,SYLA,0.92,4.26,80,7.16
6,SYLA,0.87,3.45,20,7.16
6,SYLA,0.75,2.92,20,7.16
6,SYLA,0.77,2.46,20,7.16
6,SYLA,0.82,2.22,60,7.16
6,SYLA,0.92,3.57,80,7.16
6,SYLA,0.77,2.72,20,7.16
6,SYLA,0.72,3.1,40,7.16
6,SYLA,0.68,2.06,20,7.16
6,SYLA,0.69,3.05,40,7.16
6,SYLA,0.81,3.46,60,7.16
6,SYLA,0.68,3.79,40,7.16
6,SYLA,0.63,2.54,20,7.16
6,SYLA,0.9,3.68,100,7.16
6,SYLA,1.02,4.83,120,7.16
6,SYLA,0.75,3.59,80,7.16
6,SYLA,1,5.43,140,7.16
6,SYLA,1.1,6.05,160,7.16
6,SYLA,1.3,6.27,160,7.16
7,VIRO,0.96,3.98,24,16.75
7,VIRO,0.81,6.1,23,16.75
7,VIRO,0.97,4.22,24,16.75
7,VIRO,0.78,3.47,29,16.75
7,VIRO,0.88,4.02,20,16.75
7,VIRO,0.81,5.22,2,16.75
7,VIRO,1.04,5.86,19,16.75
7,VIRO,0.75,3.85,17,16.75
7,VIRO,1.15,4.66,25,16.75
7,VIRO,0.88,5.68,21,16.75
7,VIRO,0.85,4.65,22,16.75
7,VIRO,0.97,4.17,26,16.75
7,VIRO,1.27,5.93,25,16.75
7,VIRO,0.99,5.44,26,16.75
7,VIRO,0.86,4.97,24,16.75
7,VIRO,0.79,4.73,20,16.75
7,VIRO,0.88,4.99,20,16.75
7,VIRO,1.17,5.39,26,16.75
7,VIRO,1,5.42,22,16.75
7,VIRO,0.94,4.77,24,16.75
7,ACMI,0.46,2.61,16,16.75
7,ACMI,0.47,2.36,17,16.75
7,ACMI,0.45,2.4,15,16.75
7,ACMI,0.5,2.73,14,16.75
7,ACMI,0.56,2.22,13,16.75
7,ACMI,0.7,2.79,20,16.75
7,ACMI,0.66,3.08,20,16.75
7,ACMI,0.82,3.47,28,16.75
7,ACMI,0.82,3.13,22,16.75
7,ACMI,0.93,3.69,30,16.75
7,ACMI,0.5,3.12,16,16.75
7,ACMI,0.84,5.55,20,16.75
7,ACMI,0.64,6.77,16,16.75
7,ACMI,0.87,3.2,15,16.75
7,ACMI,0.75,4.37,14,16.75
7,ACMI,0.81,4.08,20,16.75
7,ACMI,0.78,4.5,17,16.75
7,ACMI,0.78,4.22,16,16.75
7,ACMI,0.8,3.38,15,16.75
7,ACMI,0.77,4.07,15,16.75
7,ERAN,0.48,0.87,12,16.75
7,ERAN,0.57,1.38,14,16.75
7,ERAN,0.56,1.6,12,16.75
7,ERAN,0.6,1.96,2,16.75
7,ERAN,0.4,0.9,10,16.75
7,ERAN,0.55,1.56,18,16.75
7,ERAN,0.58,1.12,14,16.75
7,ERAN,0.52,1.2,9,16.75
7,ERAN,0.57,1.22,13,16.75
7,ERAN,0.67,1.98,10,16.75
7,ERAN,0.69,2.49,12,16.75
7,ERAN,0.6,0.54,8,16.75
7,ERAN,0.68,1.87,8,16.75
7,ERAN,0.69,1.65,5,16.75
7,ERAN,0.72,2.26,16,16.75
7,ERAN,0.59,2.15,12,16.75
7,ERAN,0.37,0.59,6,16.75
7,ERAN,0.63,0.48,1,16.75
7,ERAN,0.72,2.1,14,16.75
7,ERAN,0.57,0.82,20,16.75
7,ERAN,0.54,0.56,8,16.75
7,EUCY,0.7,3.39,43,16.75
7,EUCY,0.77,1.16,48,16.75
7,EUCY,0.56,3.1,28,16.75
7,EUCY,0.68,3.84,44,16.75
7,EUCY,0.75,3.18,32,16.75
7,EUCY,0.61,3.94,28,16.75
7,EUCY,0.82,3.76,36,16.75
7,EUCY,0.67,3.23,36,16.75
7,EUCY,0.65,3.25,48,16.75
7,EUCY,0.62,4.23,64,16.75
7,EUCY,0.88,3.89,44,16.75
7,EUCY,0.61,3.59,28,16.75
7,EUCY,0.63,3.32,32,16.75
7,EUCY,0.81,3.22,48,16.75
7,EUCY,0.7,2.9,38,16.75
7,EUCY,0.77,4.07,48,16.75
7,EUCY,0.74,3.5,24,16.75
7,EUCY,0.61,3.47,24,16.75
7,EUCY,0.56,3.61,22,16.75
7,EUCY,0.7,3.11,22,16.75
7,RUHI,0.86,4.06,28,16.75
7,RUHI,0.64,3.16,13,16.75
7,RUHI,0.63,2.86,8,16.75
7,RUHI,0.63,2.49,9,16.75
7,RUHI,0.56,3.5,28,16.75
7,RUHI,0.69,4.3,30,16.75
7,RUHI,0.6,2.77,22,16.75
7,RUHI,0.65,1.61,8,16.75
7,RUHI,0.57,2.74,16,16.75
7,RUHI,0.62,2.73,6,16.75
7,RAAC,0.71,2.1,12,16.75
7,RAAC,0.76,2.64,16,16.75
7,RAAC,0.82,2.95,2,16.75
7,RAAC,0.78,1.88,18,16.75
7,RAAC,0.66,1.39,6,16.75
7,RAAC,0.78,1.58,8,16.75
7,RAAC,0.44,1.69,14,16.75
7,RAAC,0.55,0.53,3,16.75
7,RAAC,0.65,2.44,6,16.75
7,RAAC,0.53,0.68,3,16.75
7,LYCI,0.47,2.74,22,16.75
7,LYCI,0.47,4.21,27,16.75
7,LYCI,0.67,4.66,28,16.75
7,LYCI,0.5,2.93,24,16.75
7,LYCI,0.45,3.26,23,16.75
7,LYCI,0.51,4.94,26,16.75
7,LYCI,0.51,3.85,29,16.75
7,LYCI,0.43,2.86,16,16.75
7,LYCI,0.55,5.95,38,16.75
7,LYCI,0.54,4.15,33,16.75
7,SOSP,0.89,6.93,40,16.75
7,SOSP,0.67,4.02,30,16.75
7,SOSP,1,4.9,50,16.75
7,SOSP,0.8,4.18,30,16.75
7,SOSP,0.85,5.3,20,16.75
7,SOSP,0.77,4.51,30,16.75
7,SOSP,1,5.75,60,16.75
7,SOSP,0.48,3.63,20,16.75
7,SOSP,0.62,3.08,30,16.75
7,SOSP,0.85,4.83,40,16.75
7,SOSP,0.49,2.13,20,16.75
7,SOSP,0.8,5.11,30,16.75
7,SOSP,0.85,4.52,50,16.75
7,SOSP,0.75,5.29,50,16.75
7,SOSP,0.8,5.01,60,16.75
7,SOSP,0.79,4.9,60,16.75
7,SOSP,1.25,8.62,90,16.75
7,SOSP,1.31,8.87,120,16.75
7,SOSP,1.35,7.89,100,16.75
7,SOSP,1.29,8.58,120,16.75
7,SYER,0.5,1.58,75,16.75
7,SYER,0.47,1.23,75,16.75
7,SYER,0.61,1.52,125,16.75
7,SYER,0.49,2.29,50,16.75
7,SYER,0.48,1.35,25,16.75
7,SYER,0.4,1.11,25,16.75
7,SYER,0.55,2.08,100,16.75
7,SYER,0.6,2.91,125,16.75
7,SYER,0.48,2.66,75,16.75
7,SYER,0.58,1.49,75,16.75
7,SYER,0.62,1.67,100,16.75
7,SYER,0.48,1.68,50,16.75
7,SYER,0.43,1.51,25,16.75
7,SYER,0.35,0.8,25,16.75
7,SYER,0.45,2.22,125,16.75
7,SYER,0.5,1.22,75,16.75
7,SYER,0.53,2.35,25,16.75
7,SYER,0.65,2.28,100,16.75
7,SYER,0.45,0.92,25,16.75
7,SYER,0.69,2.89,125,16.75
7,SYNO,0.48,3.54,40,16.75
7,SYNO,0.51,2.58,50,16.75
7,SYNO,0.49,2.64,30,16.75
7,SYNO,0.46,2.46,22,16.75
7,SYNO,0.43,1.44,24,16.75
7,SYNO,0.56,2.43,36,16.75
7,SYNO,0.54,3.2,48,16.75
7,SYNO,0.71,3.79,56,16.75
7,SYNO,0.64,4.3,68,16.75
7,SYNO,0.45,1.79,36,16.75
7,SYNO,0.8,4.78,80,16.75
7,SYNO,0.86,5.33,80,16.75
7,SYNO,0.74,3.7,60,16.75
7,SYNO,0.62,4.01,58,16.75
7,SYNO,0.49,2.57,36,16.75
7,SYNO,0.52,2.81,50,16.75
7,SYNO,0.62,5.09,78,16.75
7,SYNO,0.5,2.5,46,16.75
7,SYNO,0.48,3.38,66,16.75
7,SYNO,0.77,4.69,86,16.75
7,SYLA,0.43,1.9,18,16.75
7,SYLA,0.44,1.73,20,16.75
7,SYLA,0.5,2.33,28,16.75
7,SYLA,0.58,3.13,30,16.75
7,SYLA,0.33,0.98,10,16.75
7,SYLA,0.29,0.8,7,16.75
7,SYLA,0.45,1.57,16,16.75
7,SYLA,0.53,2.04,24,16.75
7,SYLA,0.59,3.88,40,16.75
7,SYLA,0.4,2.19,22,16.75
7,SYLA,0.44,2.5,18,16.75
7,SYLA,0.49,2.53,26,16.75
7,SYLA,0.75,3.03,56,16.75
7,SYLA,0.53,2.55,24,16.75
7,SYLA,0.56,2.52,18,16.75
7,SYLA,0.52,2.77,26,16.75
7,SYLA,0.62,2.26,30,16.75
7,SYLA,0.54,1.97,22,16.75
7,SYLA,0.76,3.83,56,16.75
7,SYLA,0.74,3.44,72,16.75
8,VICR,0.78,2.01,18,29
8,VICR,0.73,3,25,29
8,VICR,0.45,1.06,12,29
8,VICR,0.39,2.02,2,29
8,VICR,0.44,2.04,13,29
8,VICR,0.43,2.82,12,29
8,VICR,0.41,1.24,13,29
8,VICR,0.42,1.79,12,29
8,VICR,0.55,1.42,11,29
8,VICR,0.66,1.45,18,29
8,LOCAN,0.54,3.17,49,29
8,LOCAN,0.56,4.07,64,29
8,LOCAN,0.63,5.14,50,29
8,LOCAN,0.67,4.99,72,29
8,LOCAN,0.86,6.35,95,29
8,LOCAN,0.63,5.69,60,29
8,LOCAN,0.55,4.22,46,29
8,LOCAN,0.41,4.45,46,29
8,LOCAN,0.54,3.18,52,29
8,LOCAN,0.43,3.28,46,29
8,LOCAN,0.54,3.56,66,29
8,LOCAN,0.53,4.06,18,29
8,LOCAN,0.51,4.54,39,29
8,LOCAN,0.52,3.33,43,29
8,LOCAN,0.53,4.17,36,29
8,LOCAN,0.57,4.42,15,29
8,LOCAN,0.66,4.82,55,29
8,LOCAN,0.59,3.59,34,29
8,LOCAN,0.63,4.57,16,29
8,LOCAN,0.67,4.45,44,29
8,LEVU,0.33,2.33,13,29
8,LEVU,0.38,1.92,11,29
8,LEVU,0.53,2.53,13,29
8,LEVU,0.64,3.65,11,29
8,LEVU,0.42,2.16,12,29
8,LEVU,0.51,2.38,12,29
8,LEVU,0.38,2,8,29
8,LEVU,0.27,1.34,7,29
8,LEVU,0.36,2.63,8,29
8,LEVU,0.41,2.86,9,29
8,LEVU,0.42,2.53,17,29
8,LEVU,0.6,3.41,10,29
8,LEVU,0.43,3.37,8,29
8,LEVU,0.59,3.37,12,29
8,LEVU,0.48,4.73,10,29
8,LEVU,0.42,2.9,15,29
8,LEVU,0.46,3.51,5,29
8,LEVU,0.2,1.63,9,29
8,LEVU,0.33,1.51,7,29
8,LEVU,0.4,3.09,16,29
8,ACMI,0.38,5.13,17,29
8,ACMI,0.54,5.41,23,29
8,ACMI,0.59,4.77,20,29
8,ACMI,0.51,3.1,13,29
8,ACMI,0.53,4.02,25,29
8,ACMI,0.27,2.23,6,29
8,ACMI,0.32,2.12,11,29
8,ACMI,0.32,2.13,14,29
8,ACMI,0.37,2.03,10,29
8,ACMI,0.33,1.82,8,29
8,ACMI,0.47,3.55,14,29
8,ACMI,0.58,2.19,14,29
8,ACMI,0.34,2.19,9,29
8,ACMI,0.49,4.27,24,29
8,ACMI,0.5,3.17,7,29
8,ACMI,0.44,2.9,21,29
8,ACMI,0.48,3.62,23,29
8,ACMI,0.28,2.85,15,29
8,ACMI,0.25,2.16,6,29
8,ACMI,0.17,2.62,18,29
8,RUHI,0.32,2.4,8,29
8,RUHI,0.37,2.84,8,29
8,RUHI,0.33,3.26,5,29
8,RUHI,0.19,2.45,5,29
8,RUHI,0.26,3.9,4,29
8,RUHI,0.31,2.09,8,29
8,RUHI,0.3,2.24,4,29
8,RUHI,0.34,2.8,9,29
8,RUHI,0.28,3.32,11,29
8,RUHI,0.48,2.34,16,29
8,RUHI,0.28,3.19,8,29
8,RUHI,0.37,1.66,7,29
8,RUHI,0.5,2.84,9,29
8,RUHI,0.31,2.46,9,29
8,RUHI,0.44,4.98,6,29
8,RUHI,0.37,2.53,6,29
8,RUHI,0.25,1.15,5,29
8,RUHI,0.46,2.41,9,29
8,RUHI,0.3,3.85,4,29
8,RUHI,0.32,2.55,6,29
8,MEAL,0.99,5.3,53,29
8,MEAL,1.21,5.65,80,29
8,MEAL,0.78,4.59,51,29
8,MEAL,0.8,3.48,87,29
8,MEAL,0.89,3.78,38,29
8,MEAL,1.04,3.52,61,29
8,MEAL,1.02,4.44,88,29
8,MEAL,0.75,4.61,82,29
8,MEAL,0.99,3.56,74,29
8,MEAL,0.71,3.69,46,29
8,MEAL,1,4.68,62,29
8,MEAL,0.81,2.81,33,29
8,MEAL,0.91,4.58,87,29
8,MEAL,1.09,4.37,106,29
8,MEAL,0.81,3.48,52,29
8,MEAL,0.92,2.9,69,29
8,MEAL,0.89,4.36,58,29
8,MEAL,0.9,4.66,37,29
8,MEAL,0.93,3.68,55,29
8,MEAL,1.1,4.65,71,29
8,ECVU,0.26,3.09,16,29
8,ECVU,0.28,2.68,14,29
8,ECVU,0.47,5.93,27,29
8,ECVU,0.44,4.73,18,29
8,ECVU,0.41,4.74,15,29
8,ECVU,0.52,5.82,24,29
8,ECVU,0.27,3.3,23,29
8,ECVU,0.53,5.89,22,29
8,ECVU,0.37,3.56,22,29
8,ECVU,0.45,4.76,27,29
8,MOFI,0.59,4.02,18,29
8,MOFI,0.43,2.2,22,29
8,MOFI,0.42,3.1,18,29
8,MOFI,0.56,5.11,30,29
8,MOFI,0.56,3.81,36,29
8,MOFI,0.59,3.19,30,29
8,MOFI,0.43,2.46,12,29
8,MOFI,0.6,3.57,28,29
8,MOFI,0.43,2.19,16,29
8,MOFI,0.53,2.44,22,29
8,MOFI,0.47,2.91,22,29
8,MOFI,0.39,1.99,14,29
8,MOFI,0.46,2.56,16,29
8,MOFI,0.55,3.58,26,29
8,MOFI,0.56,3.87,31,29
8,MOFI,0.41,2.22,12,29
8,MOFI,0.37,1.96,16,29
8,MOFI,0.43,2.4,16,29
8,MOFI,0.47,2.47,26,29
8,MOFI,0.48,3.25,34,29
8,VIRO,0.45,2.9,20,29
8,VIRO,0.56,4.25,20,29
8,VIRO,0.65,4.19,20,29
8,VIRO,0.54,3.12,24,29
8,VIRO,0.59,4.28,16,29
8,VIRO,0.43,2.46,18,29
8,VIRO,0.46,2.77,20,29
8,VIRO,0.54,4.39,18,29
8,VIRO,0.57,4.99,16,29
8,VIRO,0.67,3.45,20,29
8,VIRO,0.78,3.45,16,29
8,VIRO,0.83,4.83,18,29
8,VIRO,0.58,3.39,20,29
8,VIRO,0.67,4.86,18,29
8,VIRO,0.59,3.09,24,29
8,VIRO,0.71,4.42,20,29
8,VIRO,0.6,4.87,18,29
8,VIRO,0.71,4.41,18,29
8,VIRO,0.7,4.3,20,29
8,VIRO,0.81,4.39,20,29
8,SOSP,0.5,3.44,24,29
8,SOSP,0.51,4.41,28,29
8,SOSP,0.55,4.49,31,29
8,SOSP,0.25,1.75,12,29
8,SOSP,0.78,9.07,60,29
8,SOSP,0.58,4.17,31,29
8,SOSP,0.66,8.44,26,29
8,SOSP,0.61,4.41,22,29
8,SOSP,0.68,6.41,32,29
8,SOSP,0.68,6.02,38,29
8,SOSP,0.52,5.41,22,29
8,SOSP,0.7,4.28,26,29
8,SOSP,0.8,5.47,44,29
8,SOSP,0.58,5.16,44,29
8,SOSP,0.81,5.9,58,29
8,SOSP,0.65,5.38,38,29
8,SOSP,0.83,4.98,46,29
8,SOSP,0.7,6.99,44,29
8,SOSP,0.25,1.09,12,29
8,SYER,0.42,2.17,75,29
8,SYER,0.3,1.56,50,29
8,SYER,0.4,1.09,50,29
8,SYER,0.35,1.72,50,29
8,SYER,0.55,2.33,150,29
8,SYER,0.35,1.17,25,29
8,SYER,0.51,2.25,150,29
8,SYER,0.37,1.83,150,29
8,SYER,0.4,1.78,125,29
8,SYER,0.42,1.68,50,29
8,SYER,0.38,1.68,125,29
8,SYER,0.34,1.55,75,29
8,SYER,0.46,2.06,175,29
8,SYER,0.31,1.35,50,29
8,SYER,0.45,2.15,125,29
8,SYER,0.42,1.54,125,29
8,SYER,0.39,1.36,75,29
8,SYER,0.29,0.72,50,29
8,SYER,0.35,0.76,50,29
9,VIRO,0.51,3.57,15,46.2
9,VIRO,0.47,3.35,12,46.2
9,VIRO,0.37,2.43,14,46.2
9,VIRO,0.46,3.59,16,46.2
9,VIRO,0.42,2.52,14,46.2
9,VIRO,0.99,4.77,24,46.2
9,VIRO,0.61,3.16,18,46.2
9,VIRO,0.5,3.32,16,46.2
9,VIRO,0.53,3.73,16,46.2
9,VIRO,0.69,3.92,20,46.2
9,VIRO,0.99,3.56,16,46.2
9,VIRO,0.53,4.1,16,46.2
9,VIRO,0.61,4.96,20,46.2
9,VIRO,0.73,4.42,20,46.2
9,VIRO,0.63,4.33,20,46.2
9,VIRO,0.55,4.01,18,46.2
9,VIRO,0.58,4.37,16,46.2
9,VIRO,0.3,2.6,12,46.2
9,VIRO,0.49,3.03,14,46.2
9,VIRO,0.81,4.66,18,46.2
9,CHLE,0.45,1.83,16,46.2
9,CHLE,0.43,1.98,17,46.2
9,CHLE,0.5,1.82,18,46.2
9,CHLE,0.49,2.99,22,46.2
9,CHLE,0.44,1.61,18,46.2
9,CHLE,0.55,2.44,16,46.2
9,CHLE,0.44,1.4,13,46.2
9,CHLE,0.44,1.91,17,46.2
9,CHLE,0.49,1.01,16,46.2
9,CHLE,0.56,1.56,14,46.2
9,MEAL,0.99,6.78,116,46.2
9,MEAL,0.83,6.76,64,46.2
